#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 6.800000e-03
1 1.060000e-02
2 1.500000e-02
3 2.120000e-02
4 2.920000e-02
5 4.030000e-02
6 5.460000e-02
7 7.200000e-02
8 9.580000e-02
9 1.243000e-01
10 1.597000e-01
11 2.056000e-01
12 2.682000e-01
13 3.499000e-01
14 4.595000e-01
15 6.082000e-01
16 7.919000e-01
17 9.412000e-01
18 9.951000e-01
19 1.000000e+00
