#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 7.100000e-03
1 1.020000e-02
2 1.340000e-02
3 1.700000e-02
4 2.120000e-02
5 2.690000e-02
6 3.470000e-02
7 4.470000e-02
8 5.680000e-02
9 7.370000e-02
10 9.530000e-02
11 1.252000e-01
12 1.648000e-01
13 2.166000e-01
14 2.821000e-01
15 3.702000e-01
16 4.907000e-01
17 6.546000e-01
18 8.421000e-01
19 9.688000e-01
20 9.986000e-01
21 1.000000e+00
