#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 5.400000e-03
1 8.100000e-03
2 1.010000e-02
3 1.250000e-02
4 1.620000e-02
5 2.090000e-02
6 2.700000e-02
7 3.390000e-02
8 4.330000e-02
9 5.510000e-02
10 7.050000e-02
11 8.990000e-02
12 1.139000e-01
13 1.439000e-01
14 1.813000e-01
15 2.270000e-01
16 2.909000e-01
17 3.715000e-01
18 4.775000e-01
19 6.256000e-01
20 8.025000e-01
21 9.475000e-01
22 9.965000e-01
23 1.000000e+00
