x,y,topology
-21530.73345,0.000533511, empirical_Thiers13
-18216.82013,0.000698131, empirical_Thiers13
-14902.90681,0.001297349, empirical_Thiers13
-11588.99349,0.00325896, empirical_Thiers13
-8275.080171,0.0105041139940857, empirical_Thiers13
-4961.166852,0.0191507259798873, empirical_Thiers13
-1647.253534,0.019832957, empirical_Thiers13
1666.6597850172766,0.0304279369789545, empirical_Thiers13
4980.573103761511,0.032648353, empirical_Thiers13
8294.486422505754,0.035894226, empirical_Thiers13
11608.399741249988,0.037260095, empirical_Thiers13
14922.313059994223,0.0302514008706367, empirical_Thiers13
18236.226378738455,0.0261481671816907, empirical_Thiers13
21550.1397,0.0189685632226987, empirical_Thiers13
24864.05301622693,0.016916243, empirical_Thiers13
28027.333911391885,0.021120827, empirical_Thiers13
30136.18784150186,0.067491552, empirical_Thiers13
31341.247230136127,0.111795433796239, empirical_Thiers13
33600.73358382538,0.1417230516410725, empirical_Thiers13
36914.64690256961,0.096943367, empirical_Thiers13
40228.56022131385,0.1188183707507379, empirical_Thiers13
43542.47354005808,0.1022387465221604, empirical_Thiers13
46856.38685880232,0.097280966, empirical_Thiers13
50170.30017754655,0.089417724, empirical_Thiers13
53484.2135,0.092321778, empirical_Thiers13
56798.12681503504,0.048738459, empirical_Thiers13
60112.04013377927,0.051813423, empirical_Thiers13
63425.95345252351,0.059502942, empirical_Thiers13
66739.86677126774,0.077447028, empirical_Thiers13
70053.78009001198,0.070780153, empirical_Thiers13
73367.69340875621,0.061891454, empirical_Thiers13
75627.17976244546,0.079214499, empirical_Thiers13
77635.61207683593,0.1279875811947739, empirical_Thiers13
79058.25163286249,0.1447404202458775, empirical_Thiers13
81863.3621,0.1798713089856407, empirical_Thiers13
83580.57172743163,0.198659744561516, empirical_Thiers13
86924.61153089174,0.1740333794498632, empirical_Thiers13
90238.52484963596,0.2008647579208259, empirical_Thiers13
92498.01120332522,0.234637838603217, empirical_Thiers13
94154.96786269732,0.3029581916860501, empirical_Thiers13
93251.17332122163,0.2652652709013419, empirical_Thiers13
95360.02725,0.3688821198483035, empirical_Thiers13
96263.82179,0.4140950568486801, empirical_Thiers13
97468.88118144155,0.4630989485256798, empirical_Thiers13
98975.20542,0.5072457762312835, empirical_Thiers13
99728.36753513082,0.5502812352852612, empirical_Thiers13
100330.89722944796,0.5917032176090149, empirical_Thiers13
100858.11071197546,0.6326474622770921, empirical_Thiers13
101837.2214652408,0.6853881521353342, empirical_Thiers13
103042.28085387508,0.7273420286101446, empirical_Thiers13
104799.65912896668,0.7753059866318054, empirical_Thiers13
106291.63741965672,0.7986459624945939, empirical_Thiers13
109067.5777970464,0.7534350149164966, empirical_Thiers13
112230.85869221136,0.8040415168580886, empirical_Thiers13
115544.77201095558,0.8462205647873926, empirical_Thiers13
115544.77201095558,0.8729166223530155, empirical_Thiers13
118105.5232118034,0.8111395344084557, empirical_Thiers13
120295.48690845608,0.9093922420006282, empirical_Thiers13
120264.58794977317,0.8727747839127337, empirical_Thiers13
123980.18773139548,0.8971977222233409, empirical_Thiers13
126842.20377940184,0.9354122509416392, empirical_Thiers13
129704.21982740823,0.9805058854026796, empirical_Thiers13
133018.13314615248,0.981871754, empirical_Thiers13
135880.14919415888,1.0098958066148085, empirical_Thiers13
-45409.26738,0.03254788, empirical_Theirs13_HO
-37118.33917,0.032363821, empirical_Theirs13_HO
-28827.41097,0.032179763, empirical_Theirs13_HO
-20536.48276,0.0319957037874505, empirical_Theirs13_HO
-12245.55455,0.031811645, empirical_Theirs13_HO
-3954.626343,0.031627586, empirical_Theirs13_HO
4336.3018654607295,0.031443527, empirical_Theirs13_HO
12624.469191633703,0.033970153, empirical_Theirs13_HO
20910.87959,0.038221759, empirical_Theirs13_HO
29194.57931034484,0.045134763, empirical_Theirs13_HO
37472.56842445288,0.0576545422243106, empirical_Theirs13_HO
50983.64951950249,0.1495021943573671, empirical_Theirs13_HO
54239.987563595205,0.2170975692481628, empirical_Theirs13_HO
56610.83889202941,0.322352628603731, empirical_Theirs13_HO
58624.21198417185,0.3805863199547767, empirical_Theirs13_HO
61122.11984171849,0.5180949689089883, empirical_Theirs13_HO
59703.94686263427,0.4304829847371397, empirical_Theirs13_HO
66619.03561334086,0.5971231204070098, empirical_Theirs13_HO
68597.55257207462,0.6710791972866028, empirical_Theirs13_HO
72263.97713,0.7357399834761058, empirical_Theirs13_HO
76801.81209723007,0.8114880271339742, empirical_Theirs13_HO
83132.94621037524,0.8697731356263863, empirical_Theirs13_HO
91748.46859822756,0.9530333615081612, empirical_Theirs13_HO
100589.68728094971,0.9881196649365336, empirical_Theirs13_HO
108874.33239118144,0.9941044657998872, empirical_Theirs13_HO
117165.26059920856,0.9939204070096104, empirical_Theirs13_HO
125456.18880723573,0.9937363482193332, empirical_Theirs13_HO
133751.08264556248,0.9896587614985356, empirical_Theirs13_HO
165.11617189094528,0.031443137,empirical_email_EU
186.55316123170516,0.032869979,empirical_email_EU
207.99015057246504,0.036589351,empirical_email_EU
229.42713991322492,0.041750958,empirical_email_EU
264.5058497435594,0.044582931,empirical_email_EU
291.7892907227084,0.048050733,empirical_email_EU
315.1750972762646,0.05802661,empirical_email_EU
338.5609038298208,0.062060171,empirical_email_EU
357.3994702201856,0.071693134,empirical_email_EU
378.0244523889471,0.081791376,empirical_email_EU
400.9230546393042,0.1114325866052325,empirical_email_EU
423.1952513569768,0.1319872139202794,empirical_email_EU
444.5465784026687,0.1612619721260958,empirical_email_EU
464.7468183583848,0.1823474678860366,empirical_email_EU
487.4018184571424,0.2111355278672478,empirical_email_EU
508.2162689660368,0.2317995377028887,empirical_email_EU
526.9871680920685,0.2515069196200713,empirical_email_EU
547.7721634388413,0.2624220123916516,empirical_email_EU
568.2614926447511,0.2763718975638543,empirical_email_EU
589.1463171,0.2898117929842181,empirical_email_EU
612.8569265309077,0.2929963644139106,empirical_email_EU
634.7811201748668,0.2960350609762134,empirical_email_EU
653.7377966993404,0.3087926032491807,empirical_email_EU
685.4503677,0.3361245438920436,empirical_email_EU
707.3745613515309,0.338559135,empirical_email_EU
728.6166689710112,0.3431850221410912,empirical_email_EU
750.9921676537231,0.3482705615496745,empirical_email_EU
769.8491439,0.3587924158514358,empirical_email_EU
792.4581492102081,0.3618477513794057,empirical_email_EU
11.15961208003324,0.030364002161223, empirical_congress_bills
32.59660142079315,0.030514261, empirical_congress_bills
54.03359076155306,0.0306645207033833, empirical_congress_bills
75.47058010231291,0.0308147799744633, empirical_congress_bills
96.90756944307282,0.030965039, empirical_congress_bills
118.34455878383272,0.0311152985166234, empirical_congress_bills
139.78154812459263,0.031265558, empirical_congress_bills
161.21853746535254,0.031415817, empirical_congress_bills
182.65552680611245,0.0315660763298637, empirical_congress_bills
204.0925161468724,0.0325142, empirical_congress_bills
225.52950548763224,0.034898479, empirical_congress_bills
246.96649482839217,0.037905093, empirical_congress_bills
268.4034842,0.044039334, empirical_congress_bills
291.5456885711088,0.0525152922035188, empirical_congress_bills
311.27746285067184,0.063355366, empirical_congress_bills
332.7144521914318,0.074877724, empirical_congress_bills
353.3935681716597,0.1000648740719151, empirical_congress_bills
396.0510116073133,0.1743636086074566, empirical_congress_bills
469.3172587264905,0.3427592062305683, empirical_congress_bills
490.56864642793647,0.3660348315220859, empirical_congress_bills
512.0056357686965,0.3672976682494981, empirical_congress_bills
533.4426251094562,0.3791783059286925, empirical_congress_bills
554.8796144502162,0.3815285177318095, empirical_congress_bills
576.3166037909762,0.3786836197072434, empirical_congress_bills
596.8304691888325,0.3819264814399731, empirical_congress_bills
612.0449193589093,0.372141419, empirical_congress_bills
639.7104813601752,0.3746328122160307, empirical_congress_bills
661.9427601,0.3715046260103964, empirical_congress_bills
689.3480021331648,0.3797631270159206, empirical_congress_bills
710.8777922935815,0.3825173540272363, empirical_congress_bills
732.2219808146845,0.3841646681182332, empirical_congress_bills
753.7736064620797,0.3891076101021876, empirical_congress_bills
775.0959594962042,0.4003426864555364, empirical_congress_bills
792.6353144113714,0.40550812830665, empirical_congress_bills
382.10116731517513,0.1328739226880976, empirical_congress_bills
411.67315175097286,0.2284083057565729, empirical_congress_bills
430.3501945525292,0.2790065093276118, empirical_congress_bills
445.9143968871596,0.3183679406523874, empirical_congress_bills
211.88778499805775,0.04262193,empirical_Lyon_school
233.3247743388177,0.0507508323539658,empirical_Lyon_school
254.76176367957757,0.0611137548098614,empirical_Lyon_school
276.1987530203375,0.08057233,empirical_Lyon_school
295.6869251,0.113297254289737,empirical_Lyon_school
313.2262800634682,0.15515736233407,empirical_Lyon_school
328.81681776583906,0.1975889109396318,empirical_Lyon_school
340.5097210426172,0.2296173575670403,empirical_Lyon_school
352.2026243193953,0.2707232204448808,empirical_Lyon_school
