x,y,N, k
16.416482753385644,-0.00502373,1024,
17.751566660012983,-0.005190615,1024,
19.08665056664033,-0.005357501,1024,
20.421734473267676,-0.005524386,1024,
21.756818379895016,-0.005691272,1024,
23.091902286522362,-0.005858157,1024,
24.42698619314971,-0.006025043,1024,
25.762070099777056,-0.006191928,1024,
27.097154006404395,-0.006358814,1024,
28.43223791303174,-0.006525699,1024,
29.76745974155027,-0.006220892,1024,
31.102474687232018,-0.006623624,1024,
32.437524113386566,-0.006908432,1024,
33.773297629469816,-0.004716853,1024,
35.108416016569954,-0.004765816,1024,
36.44349992,-0.004932701,1024,
37.77858382982464,-0.005099587,1024,
39.11366773645199,-0.005266472,1024,
40.44875164307933,-0.005433358,1024,
41.784076913016236,-0.004774781,1024,
43.12019523382744,-0.00140397,1024,
44.45572738660112,-3.78532E-05,1024,
45.79146642221156,0.002035802,1024,
47.12889500098898,0.009887696,1024,
48.46566845078329, 0.015499047802226329,1024,
49.80402800232616,0.026534868,1024,
51.14569767925738,0.048891317,1024,
52.231709975067304,0.073232079,1024,
52.67924544054801, 0.10481347167871768,1024,
53.112542660000706, 0.13382282933980583,1024,
53.48543419593454, 0.16379719691879324,1024,
53.67600694810956, 0.19289866670006273,1024,
53.92665125160282, 0.21989239443718434,1024,
54.24196368182333, 0.26049866802909427,1024,
54.51297876130666, 0.3052723377642056,1024,
54.56713752726324, 0.3348309816713747,1024,
54.69704270851889, 0.36400180646078084,1024,
54.875538538270156, 0.39792296767553514,1024,
55.00929978573339, 0.44028153889489363,1024,
55.16973742564911,0.48162784,1024,
55.288664407483154, 0.5193759889465455,1024,
55.39744340305722, 0.5593162377259449,1024,
55.502707689104376, 0.6056852863723956,1024,
55.67936609277202,0.651771557,1024,
55.76390876, 0.6918445554299506,1024,
55.93745883515993, 0.7220291553773517,1024,
56.114452575108245, 0.7606966193494462,1024,
56.13246561, 0.7959453389708131,1024,
56.41906073410769, 0.8338784345494625,1024,
56.726913888713526, 0.8720353686005525,1024,
57.040535339080705, 0.9068584910940818,1024,
57.541492071516544, 0.9366495525437084,1024,
58.69519719775059,0.961885964,1024,
60.03455668300454, 0.9763415572436375,1024,
61.372640390765056, 0.9864339916307713,1024,
62.70862078968506, 0.9893331097833856,1024,
64.04408398151315, 0.9904633796816099,1024,
65.37916789, 0.9902964941932815,1024,
66.71425179476785, 0.9901296087049531,1024,
68.0493357, 0.9899627232166247,1024,
69.38452304944092, 0.9901496073791742,1024,
70.71988279985062, 0.9909261076265206,1024,
72.05496670647797, 0.9907592221381921,1024,
72.84387992403049, 0.9906606079859981,1024,
