#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 5.800000e-03
1 1.040000e-02
2 1.740000e-02
3 2.870000e-02
4 4.760000e-02
5 7.130000e-02
6 1.025000e-01
7 1.427000e-01
8 1.912000e-01
9 2.472000e-01
10 3.148000e-01
11 3.881000e-01
12 4.682000e-01
13 5.576000e-01
14 6.509000e-01
15 7.438000e-01
16 8.277000e-01
17 8.970000e-01
18 9.447000e-01
19 9.739000e-01
20 9.884000e-01
21 9.952000e-01
22 9.984000e-01
23 9.998000e-01
24 1.000000e+00
