#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 5.800000e-03
1 1.130000e-02
2 1.910000e-02
3 3.080000e-02
4 4.700000e-02
5 7.180000e-02
6 1.051000e-01
7 1.456000e-01
8 1.964000e-01
9 2.546000e-01
10 3.239000e-01
11 4.077000e-01
12 4.981000e-01
13 6.012000e-01
14 7.013000e-01
15 7.924000e-01
16 8.686000e-01
17 9.288000e-01
18 9.689000e-01
19 9.911000e-01
20 9.988000e-01
21 1.000000e+00
