#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 6.200000e-03
1 1.130000e-02
2 1.980000e-02
3 3.300000e-02
4 5.120000e-02
5 7.870000e-02
6 1.141000e-01
7 1.591000e-01
8 2.147000e-01
9 2.787000e-01
10 3.493000e-01
11 4.261000e-01
12 5.063000e-01
13 5.951000e-01
14 6.875000e-01
15 7.720000e-01
16 8.454000e-01
17 9.023000e-01
18 9.439000e-01
19 9.734000e-01
20 9.902000e-01
21 9.972000e-01
22 9.996000e-01
23 1.000000e+00
