#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 7.000000e-03
1 1.170000e-02
2 1.830000e-02
3 2.950000e-02
4 4.820000e-02
5 7.330000e-02
6 1.034000e-01
7 1.390000e-01
8 1.825000e-01
9 2.361000e-01
10 2.992000e-01
11 3.730000e-01
12 4.572000e-01
13 5.481000e-01
14 6.435000e-01
15 7.345000e-01
16 8.158000e-01
17 8.831000e-01
18 9.373000e-01
19 9.746000e-01
20 9.927000e-01
21 9.976000e-01
22 9.997000e-01
23 1.000000e+00
