#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 5.100000e-03
1 9.900000e-03
2 1.670000e-02
3 2.700000e-02
4 4.250000e-02
5 6.390000e-02
6 9.330000e-02
7 1.316000e-01
8 1.787000e-01
9 2.337000e-01
10 2.953000e-01
11 3.665000e-01
12 4.476000e-01
13 5.380000e-01
14 6.305000e-01
15 7.274000e-01
16 8.168000e-01
17 8.924000e-01
18 9.467000e-01
19 9.772000e-01
20 9.906000e-01
21 9.965000e-01
22 9.990000e-01
23 1.000000e+00
