#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 7.900000e-03
1 1.500000e-02
2 2.610000e-02
3 4.390000e-02
4 7.050000e-02
5 1.076000e-01
6 1.560000e-01
7 2.165000e-01
8 2.902000e-01
9 3.787000e-01
10 4.789000e-01
11 5.840000e-01
12 6.860000e-01
13 7.834000e-01
14 8.626000e-01
15 9.203000e-01
16 9.559000e-01
17 9.781000e-01
18 9.911000e-01
19 9.980000e-01
20 1.000000e+00
