#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 6.100000e-03
1 1.200000e-02
2 2.130000e-02
3 3.380000e-02
4 5.180000e-02
5 7.700000e-02
6 1.079000e-01
7 1.452000e-01
8 1.913000e-01
9 2.431000e-01
10 3.041000e-01
11 3.770000e-01
12 4.551000e-01
13 5.415000e-01
14 6.332000e-01
15 7.254000e-01
16 8.177000e-01
17 8.956000e-01
18 9.487000e-01
19 9.796000e-01
20 9.941000e-01
21 9.994000e-01
22 1.000000e+00
