#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 5.200000e-03
1 9.400000e-03
2 1.490000e-02
3 2.440000e-02
4 3.930000e-02
5 5.840000e-02
6 8.250000e-02
7 1.133000e-01
8 1.538000e-01
9 2.033000e-01
10 2.609000e-01
11 3.295000e-01
12 4.049000e-01
13 4.875000e-01
14 5.773000e-01
15 6.691000e-01
16 7.578000e-01
17 8.364000e-01
18 8.975000e-01
19 9.403000e-01
20 9.693000e-01
21 9.865000e-01
22 9.940000e-01
23 9.976000e-01
24 9.992000e-01
25 9.999000e-01
26 1.000000e+00
