#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 5.600000e-03
1 9.300000e-03
2 1.550000e-02
3 2.510000e-02
4 3.920000e-02
5 5.960000e-02
6 8.690000e-02
7 1.220000e-01
8 1.645000e-01
9 2.152000e-01
10 2.711000e-01
11 3.356000e-01
12 4.084000e-01
13 4.918000e-01
14 5.830000e-01
15 6.745000e-01
16 7.618000e-01
17 8.400000e-01
18 9.068000e-01
19 9.503000e-01
20 9.752000e-01
21 9.894000e-01
22 9.966000e-01
23 9.988000e-01
24 9.999000e-01
25 1.000000e+00
