#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
23 1.000000e+00
23 1.000000e+00
20 1.000000e+00
22 1.000000e+00
20 1.000000e+00
24 1.000000e+00
21 1.000000e+00
25 1.000000e+00
24 1.000000e+00
25 1.000000e+00
20 1.000000e+00
24 1.000000e+00
23 1.000000e+00
24 1.000000e+00
21 1.000000e+00
26 1.000000e+00
23 1.000000e+00
20 1.000000e+00
23 1.000000e+00
21 1.000000e+00
