#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 6.300000e-03
1 9.800000e-03
2 1.430000e-02
3 1.810000e-02
4 2.330000e-02
5 2.890000e-02
6 3.530000e-02
7 4.530000e-02
8 5.760000e-02
9 7.320000e-02
10 9.330000e-02
11 1.204000e-01
12 1.564000e-01
13 2.038000e-01
14 2.703000e-01
15 3.658000e-01
16 5.001000e-01
17 6.802000e-01
18 8.810000e-01
19 9.923000e-01
20 1.000000e+00
