#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 6.000000e-03
1 8.700000e-03
2 1.110000e-02
3 1.400000e-02
4 1.770000e-02
5 2.120000e-02
6 2.560000e-02
7 3.120000e-02
8 3.820000e-02
9 4.810000e-02
10 5.950000e-02
11 7.230000e-02
12 8.790000e-02
13 1.086000e-01
14 1.376000e-01
15 1.773000e-01
16 2.305000e-01
17 3.058000e-01
18 4.164000e-01
19 5.746000e-01
20 7.835000e-01
21 9.562000e-01
22 9.992000e-01
23 1.000000e+00
