#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 6.300000e-03
1 1.060000e-02
2 1.590000e-02
3 2.230000e-02
4 2.960000e-02
5 3.980000e-02
6 5.210000e-02
7 6.650000e-02
8 8.430000e-02
9 1.083000e-01
10 1.382000e-01
11 1.784000e-01
12 2.365000e-01
13 3.165000e-01
14 4.390000e-01
15 6.190000e-01
16 8.369000e-01
17 9.797000e-01
18 1.000000e+00
