#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
20 1.000000e+00
22 1.000000e+00
18 1.000000e+00
22 1.000000e+00
19 1.000000e+00
23 1.000000e+00
22 1.000000e+00
21 1.000000e+00
23 1.000000e+00
19 1.000000e+00
21 1.000000e+00
20 1.000000e+00
21 1.000000e+00
20 1.000000e+00
20 1.000000e+00
22 1.000000e+00
22 1.000000e+00
20 1.000000e+00
21 1.000000e+00
23 1.000000e+00
