#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 5.700000e-03
1 9.200000e-03
2 1.310000e-02
3 1.790000e-02
4 2.260000e-02
5 2.850000e-02
6 3.520000e-02
7 4.370000e-02
8 5.330000e-02
9 6.530000e-02
10 8.090000e-02
11 1.019000e-01
12 1.316000e-01
13 1.721000e-01
14 2.248000e-01
15 2.991000e-01
16 4.095000e-01
17 5.745000e-01
18 7.886000e-01
19 9.568000e-01
20 9.986000e-01
21 1.000000e+00
