#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
0 6.000000e-03
1 9.100000e-03
2 1.220000e-02
3 1.560000e-02
4 2.010000e-02
5 2.490000e-02
6 3.050000e-02
7 3.800000e-02
8 4.680000e-02
9 5.730000e-02
10 7.020000e-02
11 8.820000e-02
12 1.115000e-01
13 1.437000e-01
14 1.872000e-01
15 2.469000e-01
16 3.364000e-01
17 4.690000e-01
18 6.495000e-01
19 8.582000e-01
20 9.816000e-01
21 9.996000e-01
22 1.000000e+00
