x,y, r
0.9160305343511456,0.008284502,0.0
2.224596350352364,0.0116844212665858,0.0
3.1788809815105186,0.032211159,0.0
4.431892199265933,0.086798955,0.0
5.096755294,0.1449495404424711,0.0
5.608188444505712,0.2552297008291104,0.0
5.633760102010923,0.2124865692026849,0.0
6.148034547393534,0.291623039,0.0
6.375338169662088,0.3520090264853599,0.0
6.503196457188151,0.4449361191189473,0.0
6.631054744714215,0.4071044282788594,0.0
6.972010178117047,0.5060812945674849,0.0
7.39820447,0.6304725534255692,0.0
7.455030375437731,0.5820526376238596,0.0
7.909637619974843,0.6836239332421609,0.0
8.348008891,0.7512732453769864,0.0
8.960916872966914,0.8166832058804525,0.0
9.606665799866224,0.8845833036254954,0.0
10.899554497507388,0.9454664696932076,0.0
13.535402271121605,0.9793387059230938,0.0
16.34828459669498,0.9872962887054668,0.0
19.161166922268364,0.9871613646921308,0.0
21.974049247841748,0.9873107577685593,0.0
24.78693157341513,0.989308211928458,0.0
27.599813898988508,0.9867565926521222,0.0
30.41269622456189,0.986289965367394,0.0
33.22557855013527,0.9886665089803124,0.0
36.03846087570865,0.9872521580630352,0.0
38.85134320128204,0.9879227991373656,0.0
40.76921751417297,0.990137651,0.0
1.516723243671704,0.003515269,0.2
4.304792101045956,0.017115846,0.2
5.746845185785089,0.067228608,0.2
6.542407863725034,0.1238461321393924,0.2
7.212557745358035,0.1710219137535549,0.2
7.876662651187482,0.2314660143450555,0.2
8.201885134320127,0.2879131439952643,0.2
8.574071492238735,0.3372734497183773,0.2
9.075447668489554,0.3985078712060723,0.2
9.747672301391727,0.4697971374087509,0.2
10.53986524908242,0.5340396437155807,0.2
11.233953095652472,0.5928233278061208,0.2
12.231247738355764,0.6526315618249252,0.2
13.794622599785184,0.6953098213376424,0.2
16.32861409092174,0.7133804704455413,0.2
19.260612257010852,0.7248168636694894,0.2
22.21271805122374,0.7270393301049988,0.2
24.54826277003314,0.7257218339000566,0.2
27.54597883055648,0.7255471931090617,0.2
30.652430513673263,0.7227779432513464,0.2
33.006392914376306,0.7233513297234733,0.2
35.752659997709216,0.7216977407512337,0.2
39.03886868965359,0.7204630360190685,0.2
41.74094049937106,0.7193364506515929,0.2
43.32638326469423,0.7190091122142337,0.2
1.6911259801025196,0.008926718,0.4
4.286421487999231,0.008438064,0.4
6.579581929384709,0.020558599,0.4
8.112613979336004,0.045374555,0.4
8.375318066,0.0574999999999998,0.4
9.348885899261704,0.0887539,0.4
10.743111944755764,0.1412451029795031,0.4
11.778701084812669,0.1912458635837227,0.4
12.914243452316144,0.2432426425149714,0.4
13.517829482122607,0.2878714808131458,0.4
14.28881685057728,0.3178518388400058,0.4
15.060442982386096,0.350342537,0.4
16.13675923412274,0.380265406,0.4
17.517765605787194,0.4076204468149663,0.4
19.14852232083201,0.4293611540968649,0.4
21.49790006547325,0.4495488733811341,0.4
23.941808658437264,0.4541096437297393,0.4
26.537742929688125,0.4561313297456126,0.4
30.04966385078488,0.4579805496558664,0.4
34.324268216732406,0.457175708,0.4
39.05750467095703,0.458794973,0.4
