x,y, change, spelling,type
1800.1619813095224,0.39184918,informal_institution,behavior_behaviour,
1800.3195044178651,0.3372220566318927,informal_institution,behavior_behaviour,
1800.8445814456743,0.2811942374565327,informal_institution,behavior_behaviour,
1801.957745,0.220005961,informal_institution,behavior_behaviour,
1802.2447868531656,0.1671727107136943,informal_institution,behavior_behaviour,
1802.2885432721496,0.1153224043715848,informal_institution,behavior_behaviour,
1802.682351043007,0.07238003,informal_institution,behavior_behaviour,
1804.3625975319965,0.2804570293094883,informal_institution,behavior_behaviour,
1805.67529,0.1713502235469449,informal_institution,behavior_behaviour,
1805.9330551878988,0.2230218127624984,informal_institution,behavior_behaviour,
1805.9903363182048,0.123900826,informal_institution,behavior_behaviour,
1807.040490373824,0.071089916,informal_institution,behavior_behaviour,
1807.835607015935,0.4282146050670642,informal_institution,behavior_behaviour,
1807.8806136183184,0.3757675111773474,informal_institution,behavior_behaviour,
1808.0381367266612,0.3283755588673622,informal_institution,behavior_behaviour,
1808.195659835004,0.2830372578241431,informal_institution,behavior_behaviour,
1808.8257522683757,0.2231654247391953,informal_institution,behavior_behaviour,
1809.3508292961849,0.1492339791356185,informal_institution,behavior_behaviour,
1811.1098373393456,0.080811848,informal_institution,behavior_behaviour,
1813.787730181173,0.066574516,informal_institution,behavior_behaviour,
1814.7171165203956,0.1153961251862891,informal_institution,behavior_behaviour,
1816.5968922799525,0.3038019539658885,informal_institution,behavior_behaviour,
1816.617895361065,0.2219227024341779,informal_institution,behavior_behaviour,
1816.7019076855145,0.3699540983606558,informal_institution,behavior_behaviour,
1816.911938496638,0.1547630402384501,informal_institution,behavior_behaviour,
1817.3713808959712,0.07514456,informal_institution,behavior_behaviour,
1819.0962589323249,0.082000596,informal_institution,behavior_behaviour,
1820.9235269891008,0.063201788,informal_institution,behavior_behaviour,
1824.384189,0.048860254,informal_institution,behavior_behaviour,
1826.0482787805192,0.029069051,informal_institution,behavior_behaviour,
1827.4134790528235,0.066298063,informal_institution,behavior_behaviour,
1827.6497637153373,0.1063837555886736,informal_institution,behavior_behaviour,
1830.1963873002128,0.095786388,informal_institution,behavior_behaviour,
1832.004152495956,0.2285365126676602,informal_institution,behavior_behaviour,
1832.1947686942867,0.1796763390900324,informal_institution,behavior_behaviour,
1832.202181546444,0.2651230998509687,informal_institution,behavior_behaviour,
1836.5288162555923,0.2242817685047193,informal_institution,behavior_behaviour,
1836.5498193367048,0.1609239940387481,informal_institution,behavior_behaviour,
1837.179911770076,0.1293293591654247,informal_institution,behavior_behaviour,
1838.7776461546955,0.2982026825633384,informal_institution,behavior_behaviour,
1842.2448855614048,0.2647488249455463,informal_institution,behavior_behaviour,
1844.8460363760912,0.3294813710879285,informal_institution,behavior_behaviour,
1845.826180161335,0.3802258652094719,informal_institution,behavior_behaviour,
1847.3063973063972,0.44685544,informal_institution,behavior_behaviour,
1849.4667142208127,0.5310156482861402,informal_institution,behavior_behaviour,
1850.726899087555,0.6479552906110284,informal_institution,behavior_behaviour,
1850.861918894706,0.5923487332339793,informal_institution,behavior_behaviour,
1853.0897457126969,0.4448544461003478,informal_institution,behavior_behaviour,
1855.5201022414135,0.543377049,informal_institution,behavior_behaviour,
1857.342869637952,0.5473263785394934,informal_institution,behavior_behaviour,
1858.603054504694,0.6124310730253355,informal_institution,behavior_behaviour,
1861.5059803584395,0.6730730253353205,informal_institution,behavior_behaviour,
1862.670014756453,0.6000032515919254,informal_institution,behavior_behaviour,
1863.368128532063,0.7060104321907603,informal_institution,behavior_behaviour,
1865.267493703812,0.6545051014559213,informal_institution,behavior_behaviour,
1866.0591482995856,0.7146726279185297,informal_institution,behavior_behaviour,
1866.1641637051475,0.6197570789865874,informal_institution,behavior_behaviour,
1868.6145231682572,0.6642967378705085,informal_institution,behavior_behaviour,
1869.826575974117,0.6952287630402386,informal_institution,behavior_behaviour,
1872.045026416611,0.6477709885742674,informal_institution,behavior_behaviour,
1874.2766037848005,0.7122306259314458,informal_institution,behavior_behaviour,
1877.419905810368,0.7224468229237233,informal_institution,behavior_behaviour,
1880.026197239312,0.6675583254301587,informal_institution,behavior_behaviour,
1882.501560370413,0.6891862891207154,informal_institution,behavior_behaviour,
