x,y,N,type
34.18030513,0.1419341142757684,16,model
34.27328835609572,0.1086941427980469,16,
34.71917457930396,0.1687837136366063,16,
35.30071361334838,0.2377870702083997,16,
35.413626817610584,0.2088453336802447,16,
35.608756410554584,0.253531199,16,
35.71906518977166,0.2955101931521483,16,
35.936869716300286,0.3379164667794468,16,
35.94511916941652,0.3661295964369682,16,
36.04245754411717,0.3971323687459792,16,
36.14879532221734,0.4400446963584274,16,
36.18824098309497,0.4806068349451597,16,
36.29216512809949,0.5152645373704545,16,
36.43120024597309,0.5460093957429581,16,
36.55576834261824,0.5865777408147935,16,
36.86985096930905,0.622978086,16,
37.06243015661531,0.658941564,16,
37.07033193163085,0.6859656348183814,16,
37.08739976566444,0.7212762441518701,16,
37.21332245231225,0.7598883204438558,16,
37.285734318554745,0.7999844554407618,16,
37.38967858,0.8535793507322326,16,
37.55328842058128,0.8848096941616915,16,
37.85209404279431,0.9208507962561177,16,
39.26727824275428,0.935186355,16,
40.60236214938162,0.9350194690365006,16,
41.66049200242394,0.9424109790286463,16,
42.14681148682099,0.9867145247574324,16,
43.53385746595059,0.9982159691848664,16,
44.56551321198081,0.9980870122166128,16,
33.29063997128361,0.005013536,128,
34.62596524122053,0.005672113,128,
35.96104914784787,0.005505228,128,
37.29613305447521,0.005338342,128,
38.63207897292244,0.008119537,128,
39.96912826649911,0.014674275,128,
41.34639328484582,0.020398493,128,
42.53876481327232,0.044117978,128,
43.42456011393549,0.070945832,128,
44.58202476,0.099815251,128,
45.23845997940512,0.1343901316329223,128,
45.52957191,0.1671801800934507,128,
45.94743884090033,0.2033775582262844,128,
46.22823631785292,0.25047416,128,
46.35217407861681,0.3007468963914999,128,
46.52760296609205,0.3403220831651808,128,
46.567380501520326,0.3725850305536718,128,
46.73350741944726,0.4011027262273926,128,
46.76843326501599,0.4375281390514751,128,
46.84097155965873,0.4780566591772321,128,
47.07095746255133,0.5174196358810955,128,
47.105586201379474,0.5528289436523784,128,
47.23536495423488,0.5815673833129335,128,
47.419223455296695,0.6222981888790886,128,
47.56562122136479,0.6732815791350201,128,
47.846625198037785,0.7118598569013392,128,
47.91169368136583,0.7499030053922053,128,
48.091727723320126,0.8121462354026953,128,
48.24677108482524,0.7889213382769904,128,
48.54237272540696,0.8411843103718399,128,
48.96126012,0.880212758,128,
49.32311506,0.9139524518462424,128,
50.34483985125408,0.9421253772724844,128,
51.29213624721829,0.964816114,128,
52.628771775121415,0.9699557736819798,128,
53.96495906,0.9735624311363502,128,
55.30004296350554,0.9733955456480218,128,
56.63523031155128,0.9735824298105712,128,
57.97217616370955,0.979783398,128,
59.30836344546634,0.9833900554924174,128,
60.21956165978679,0.986401235,128,
0.3954758738575119,-0.003021104,1024,
1.7305597804848567,-0.003187989,1024,
3.065643687,-0.003354875,1024,
4.4007275937395445,-0.00352176,1024,
5.735811500366888,-0.003688646,1024,
7.070895406994232,-0.003855531,1024,
