#Nsite= 10000 th_avg= 0.250000 th_std= 0.100000
#time N_Adopt
36 1.000000e+00
32 1.000000e+00
36 1.000000e+00
36 1.000000e+00
39 1.000000e+00
28 1.000000e+00
29 1.000000e+00
29 1.000000e+00
35 1.000000e+00
34 1.000000e+00
40 1.000000e+00
35 1.000000e+00
37 1.000000e+00
37 1.000000e+00
27 1.000000e+00
33 1.000000e+00
28 1.000000e+00
39 1.000000e+00
33 1.000000e+00
37 1.000000e+00
